Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
6240-1,2016-02-11,Theones,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2016-02-21,$1.84,$2.88,$1.04,24.0,$138.18,0.05,$9.32,$132.76,$0.99,$129.55
6240-1,2016-09-13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Express Air,2016-09-20,$13.88,$22.38,$8.50,50.0,$504.98,0.07,$39.31,$597.59,$15.10,$501.38
6240-1,2015-07-30,Gary Zandusky,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Technology,Small Pack,Express Air,2015-07-31,$4.53,$7.30,$2.77,8.0,$239.60,0.1,$2.69,$231.01,$7.72,$240.95
6241-1,2013-07-26,Crist Tran,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Low,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,2013-07-28,$13.88,$22.38,$8.50,8.0,$318.00,0.01,$3.36,$305.04,$15.10,$308.58
6242-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,High,Artisan 481 Labels,Technology,Small Box,Express Air,2015-08-30,$1.94,$3.08,$1.14,41.0,$18.46,0.05,$0.77,$18.15,$0.99,$19.40
6242-1,2016-02-08,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Medium,Smiths Pushpins,Office Supplies,Wrap Bag,Regular Air,2016-02-09,$0.94,$1.88,$0.94,31.0,$207.64,0.0,$26.78,$206.61,$0.79,$261.96
6242-1,2017-02-01,Joy Daniels,"12 Princess Hwy,Sylvania",Sydney,NSW,Corporate,Nicholas Fernandes,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Wrap Bag,Regular Air,2017-02-05,$14.95,$34.76,$19.81,32.0,$460.92,0.09,$41.02,$453.22,$8.22,$459.69
6242-1,2013-09-26,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Low,Self-Adhesive Removable Labels,Office Supplies,Wrap Bag,Regular Air,2013-09-28,$1.98,$3.15,$1.17,19.0,"$2,079.73",0.0,$39.37,"$20,736.53",$0.49,"$20,751.03"
6242-1,2016-02-04,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2016-02-05,$3.84,$6.30,$2.46,27.0,$213.76,0.03,$11.29,$213.19,$0.50,$124.06
6243-1,2016-06-08,Christina Anderson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Technology,Medium Box,Regular Air,2016-06-10,$2.16,$3.85,$1.69,33.0,$205.91,0.01,$2.40,$193.32,$0.70,$196.31
6243-1,2016-03-30,Ruben Dartt,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-03-31,$1.53,$2.78,$1.25,2.0,$4.16,0.02,$0.04,$4.12,$1.34,$6.66
6244-1,2015-04-23,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2015-04-23,$278.99,$449.99,$171.00,33.0,"$22,049.51",0.06,"$2,999.97","$20,726.54",$49.00,"$20,751.03"
6244-1,2016-09-06,Darrin Van Huff,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Multimedia Mailers,Office Supplies,Wrap Bag,Regular Air,2016-09-08,$99.39,$162.93,$63.54,18.0,"$2,725.58",0.02,$284.08,"$2,576.79",$19.99,"$2,569.59"
6244-1,2016-09-22,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2016-09-23,$2.45,$3.89,$1.44,5.0,$183.84,0.08,$7.95,$168.93,$7.01,$179.64
6244-1,2015-10-21,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Consumer,Leighton Forrest,Low,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2015-10-23,$0.24,$1.26,$1.02,9.0,$133.48,0.03,$6.51,$127.83,$0.70,$127.52
6244-1,2015-09-02,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2015-09-05,$8.92,$29.74,$20.82,20.0,$475.36,0.06,$29.86,$434.76,$6.64,$438.51
6244-1,2015-08-27,Edward Becker,"2/313 Bring St,Jeydney",Sydney,NSW,Consumer,Charlie Bui,High,600 Series Non-Flip,Office Supplies,Small Box,Regular Air,2015-08-28,$19.78,$45.99,$26.21,50.0,"$2,495.74",0.07,$49.91,"$2,445.83",$4.99,"$2,454.82"
6245-1,2016-11-29,Grant Carroll,"15 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2016-11-30,$1.94,$3.08,$1.14,42.0,$257.81,0.04,$23.73,$236.33,$0.99,$247.62
6245-1,2015-04-18,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,High,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2015-04-19,$8.82,$20.99,$12.17,12.0,$14.97,0.02,$5.95,$94.41,$4.81,$160.06
6245-1,2015-07-18,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Home Office,Yvette Biti,High,Artisan 48 Labels,Technology,Small Box,Regular Air,2015-07-20,$3.84,$6.30,$2.46,2.0,$219.28,0.03,$8.35,$211.29,$0.50,$214.69
6246-1,2016-05-14,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-05-16,$3.52,$5.68,$2.16,33.0,$129.50,0.05,$4.47,$126.35,$1.39,$128.84
6246-1,2015-10-21,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015-10-23,$1.94,$3.08,$1.14,31.0,$14.38,0.08,$0.59,$13.69,$0.99,$14.86
6246-1,2015-11-10,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2015-11-12,$1.59,$2.61,$1.02,38.0,$119.20,0.09,$7.58,$116.58,$0.50,$117.95
6246-1,2016-05-31,George Bell,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2016-06-02,$1.94,$3.08,$1.14,9.0,$113.60,0.05,$1.14,$117.72,$0.99,$118.71
6246-1,2016-11-26,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,2016-11-28,$13.88,$22.38,$8.50,33.0,$992.04,0.07,$0.00,$909.52,$15.10,$921.83
6247-1,2016-10-14,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Express Air,2016-10-19,$32.02,$152.48,$120.46,49.0,"$2,732.72",0.03,$142.83,"$2,757.76",$4.00,"$2,650.25"
6248-1,2016-06-03,Frank Hawley,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2016-06-05,$0.94,$2.08,$1.14,1.0,$4.16,0.0,$0.04,$4.12,$2.56,$6.68
6248-1,2016-04-18,Macca Stiss,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Low,Office Shears by Apex,Office Supplies,Small Box,Express Air,2016-04-19,$0.94,$2.08,$1.14,8.0,$4.16,0.0,$0.04,$4.12,$2.56,$6.68
6248-1,2016-03-06,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Home Office,Preston Senome,Low,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2016-03-07,$0.94,$2.08,$1.14,16.0,$4.16,0.02,$0.04,$4.12,$2.56,$6.68
6249-1,2014-11-22,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,Apex Straight Scissors,Technology,Jumbo Drum,Delivery Truck,2014-11-24,$5.19,$12.98,$7.79,44.0,$318.60,0.03,$9.25,$283.43,$3.14,$292.63
6250-1,2016-08-04,Bruce Stewart,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Critical,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2016-08-06,$3.52,$5.68,$2.16,34.0,$338.10,0.03,$1.02,$330.63,$1.39,$33.59
6250-1,2016-09-28,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2016-09-30,$8.92,$29.74,$20.82,35.0,$949.00,0.1,$27.86,$900.20,$6.64,$901.50
6250-1,2015-09-02,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,High,"210 Trimline Phone, White",Technology,Medium Box,Regular Air,2015-09-05,$9.91,$15.99,$6.08,24.0,$908.82,0.01,$90.88,$817.30,$11.28,$825.69
6251-1,2015-08-12,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Medium,Artisan Hole Reinforcements,Technology,Small Box,Regular Air,2015-08-15,$3.99,$6.23,$2.24,16.0,$156.98,0.1,$9.20,$148.78,$6.97,$140.29
6252-1,2016-04-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2016-04-03,$0.24,$1.26,$1.02,27.0,$50.40,0.07,$2.02,$48.38,$0.70,$49.08
6252-1,2016-01-12,Dave Hallsten,"1 John Street,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Not Specified,Artisan 48 Labels,Office Supplies,Wrap Bag,Express Air,2016-01-14,$3.84,$6.30,$2.46,34.0,$149.31,0.07,$4.95,$144.32,$0.50,$140.34
6252-1,2016-11-12,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016-11-12,$2.50,$5.68,$3.18,37.0,$13.56,0.09,$7.01,$124.05,$3.60,$124.46
6252-1,2016-04-24,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016-04-26,$2.50,$5.68,$3.18,42.0,$299.30,0.07,$7.58,$265.24,$3.60,$271.24
6253-1,2016-07-02,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,2016-07-03,$2.52,$4.00,$1.48,19.0,$142.60,0.04,$13.52,$133.04,$1.30,$147.64
6253-1,2016-10-22,Parrick Blostek,"Sydney Fish Market, Bank Styles, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Alto 3-Hole Punch,Technology,Small Box,Regular Air,2016-10-23,$2.76,$4.38,$1.62,20.0,$134.64,0.04,$8.68,$136.86,$6.21,$131.46
6254-1,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Low,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2015-04-27,$21.56,$36.55,$14.99,50.0,$941.04,0.08,$7.94,$844.24,$13.89,$495.59
6254-1,2016-09-22,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Critical,TechSavi Cordless Navigator Duo,Technology,Medium Box,Regular Air,2016-09-23,$42.11,$80.98,$38.87,8.0,$881.28,0.09,$72.83,$811.77,$7.18,$823.68
6254-1,2016-02-19,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016-02-19,$5.19,$12.98,$7.79,25.0,$186.88,0.03,$1.86,$176.06,$3.14,$172.12
6254-1,2015-07-30,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2015-07-31,$5.19,$12.98,$7.79,15.0,$336.70,0.03,$16.73,$305.06,$3.14,$312.06
6255-1,2015-12-25,Art Miller,"8 Quay Street,Haymarket",Sydney,NSW,Home Office,Leighton Forrest,Critical,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,2016-01-01,$13.88,$22.38,$8.50,9.0,$131.36,0.09,$5.44,$132.83,$15.10,$136.04
6255-1,2016-08-20,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-08-25,$1.53,$2.78,$1.25,23.0,$102.84,0.02,$6.35,$99.45,$1.34,$90.48
6255-1,2015-09-29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Low,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,2015-09-30,$3.40,$5.40,$2.00,39.0,$45.24,0.01,$2.69,$44.35,$7.78,$45.00
6255-1,2016-03-12,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Consumer,Natasha Song,Low,Steady Pocket Accent Highlighters,Technology,Small Box,Regular Air,2016-03-13,$0.93,$1.60,$0.67,35.0,$65.16,0.05,$0.75,$64.13,$1.29,$65.76
6255-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,2016-07-18,$0.93,$1.60,$0.67,28.0,$62.40,0.01,$6.24,$56.16,$1.29,$56.45
6255-1,2017-02-02,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Not Specified,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,2017-02-04,$0.94,$2.08,$1.14,32.0,$91.98,0.01,$3.57,$87.38,$2.56,$80.38
6256-1,2016-04-23,Thomas Thornton,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-04-24,$1.53,$2.78,$1.25,4.0,$95.06,0.09,$0.85,$95.06,$1.34,$94.55
6256-1,2015-05-20,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,2015-05-21,$3.48,$5.43,$1.95,43.0,$39.30,0.01,$3.97,$36.89,$0.95,$38.68
6256-1,2015-09-29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2015-09-30,$3.32,$5.18,$1.86,41.0,$52.46,0.02,$4.26,$51.28,$2.04,$53.32
6256-1,2017-02-03,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2017-02-05,$6.39,$19.98,$13.59,23.0,$435.48,0.02,$43.53,$413.69,$4.00,$418.99
6257-1,2016-05-21,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2016-05-21,$13.88,$22.38,$8.50,32.0,$327.70,0.09,$23.27,$305.56,$15.10,$313.04
6258-1,2015-02-07,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Small Business,Charlie Bui,Medium,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Small Box,Regular Air,2015-02-18,$1.30,$2.88,$1.58,24.0,$147.84,0.06,$5.91,$141.93,$1.01,$148.76
6258-1,2016-04-11,Barry Weirich,"105 Pitt St,Sydney",Sydney,NSW,Small Business,Charlie Bui,Low,Artisan Hole Reinforcements,Office Supplies,Small Box,Regular Air,2016-04-13,$3.99,$6.23,$2.24,5.0,$130.83,0.04,$6.54,$124.29,$6.97,$131.26
6258-1,2013-12-16,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Low,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2013-12-19,$278.99,$449.99,$171.00,45.0,"$1,508.96",0.05,$134.50,"$1,355.00",$49.00,"$1,369.05"
6258-1,2016-06-20,Clay Ludtke,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2016-06-21,$2.45,$3.89,$1.44,39.0,$130.66,0.1,$12.07,$131.03,$7.01,$142.33
6258-1,2015-08-12,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2015-08-15,$3.84,$6.30,$2.46,2.0,$289.30,0.07,$24.97,$284.31,$0.50,$294.01
6259-1,2013-08-10,Edward Hooks,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2013-08-12,$4.53,$7.30,$2.77,23.0,$259.60,0.02,$20.36,$246.22,$7.72,$245.56
6259-1,2015-12-19,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Small Business,Yvette Biti,Critical,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2015-12-21,$5.19,$12.98,$7.79,18.0,$153.98,0.02,$12.30,$147.76,$3.14,$142.36
6260-1,2015-01-31,Carl Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Low,Aluminum Document Frame,Office Supplies,Small Box,Express Air,2015-02-02,$5.50,$12.22,$6.72,34.0,$124.76,0.06,$11.56,$112.36,$2.85,$113.97
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Technology,Jumbo Drum,Delivery Truck,2016-04-11,$0.92,$1.81,$0.89,3.0,$39.82,0.06,$3.58,$36.24,$1.56,$37.80
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,2016-04-11,$0.92,$1.81,$0.89,27.0,$39.82,0.1,$3.58,$36.24,$1.56,$37.80
6260-1,2016-04-11,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,High,Colored Push Pins,Office Supplies,Small Box,Regular Air,2016-04-12,$0.92,$1.81,$0.89,9.0,$39.82,0.0,$3.58,$36.24,$1.56,$37.80
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Critical,Colored Envelopes,Technology,Small Box,Regular Air,2016-04-11,$2.25,$3.69,$1.44,21.0,$39.82,0.08,$3.58,$36.24,$2.50,$37.80
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Colored Push Pins,Technology,Jumbo Drum,Delivery Truck,2016-04-11,$0.92,$1.81,$0.89,15.0,$39.82,0.04,$3.58,$36.24,$1.56,$37.80
6260-1,2016-02-29,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2016-02-29,$4.79,$11.97,$7.18,24.0,$135.86,0.07,$0.00,$137.62,$5.81,$147.66
6260-1,2016-09-04,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,2016-09-06,$0.92,$1.81,$0.89,4.0,$39.82,0.09,$3.58,$36.24,$1.56,$37.80
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Office Supplies,Wrap Bag,Express Air,2016-04-11,$0.92,$1.81,$0.89,39.0,$39.82,0.08,$3.58,$36.24,$1.56,$37.80
6260-1,2016-05-15,Lany Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Critical,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,Regular Air,2016-05-16,$1.95,$3.98,$2.03,42.0,$64.83,0.07,$5.44,$65.69,$0.83,$61.40
6260-1,2016-11-26,Laurel Elliston,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2016-11-28,$0.87,$1.81,$0.94,12.0,$17.28,0.1,$1.04,$16.64,$0.75,$16.85
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Technology,Jumbo Drum,Delivery Truck,2016-04-11,$0.92,$1.81,$0.89,4.0,$39.82,0.07,$3.58,$36.24,$1.56,$37.80
6260-1,2016-10-22,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Low,Security-Tint Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-10-23,$4.89,$7.64,$2.75,43.0,$114.86,0.03,$8.09,$105.61,$1.39,$117.59
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Furniture,Large Box,Regular Air,2016-04-11,$0.92,$1.81,$0.89,7.0,$39.82,0.02,$3.58,$36.24,$1.56,$37.80
6260-1,2016-01-28,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Laser DVD-RAM discs,Office Supplies,Small Box,Regular Air,2016-01-29,$20.18,$35.41,$15.23,18.0,$743.61,0.09,$56.92,$674.69,$1.99,$68.69
6260-1,2017-01-19,Luke Weiss,"98 Holdsworth Street,Woollahra",Sydney,NSW,Corporate,Natasha Song,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2017-01-21,$13.88,$22.38,$8.50,40.0,$608.71,0.0,$18.26,$590.45,$15.10,$595.26
6261-1,2016-09-20,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2016-09-20,$6.39,$19.98,$13.59,34.0,$464.12,0.03,$4.15,$423.15,$4.00,$446.85
6261-1,2016-07-05,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Critical,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-07-07,$1.53,$2.78,$1.25,41.0,$188.96,0.1,$5.36,$163.68,$1.34,$168.85
6262-1,2015-08-08,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Small Business,Yvette Biti,High,Apex Preferred Stainless Steel Scissors,Technology,Small Pack,Regular Air,2015-08-09,$2.50,$5.68,$3.18,18.0,$129.00,0.03,$5.16,$123.84,$3.60,$134.03
6262-1,2015-01-10,Joy Smith,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2015-01-10,$2.50,$5.68,$3.18,34.0,$131.04,0.07,$5.26,$127.80,$3.60,$134.04
6263-1,2016-01-17,Chacky Karkston,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Low,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2016-01-20,$278.99,$449.99,$171.00,43.0,"$12,999.75",0.01,"$1,558.92","$12,749.67",$49.00,"$15,947.69"
6263-1,2014-07-17,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2014-07-18,$2.50,$5.68,$3.18,14.0,$243.60,0.02,$2.57,$234.01,$3.60,$258.54
6264-1,2016-03-17,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Technology,Large Box,Regular Air,2016-03-20,$4.48,$8.14,$3.66,49.0,$44.85,0.06,$4.04,$40.81,$3.12,$42.44
6264-1,2016-03-12,Andrew Allen,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,Artisan 487 Labels,Office Supplies,Wrap Bag,Express Air,2016-03-17,$2.29,$3.69,$1.40,6.0,$4.44,0.01,$0.44,$4.00,$0.50,$4.60
6264-1,2016-02-03,Darrin Martin,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Technology,Small Pack,Regular Air,2016-02-05,$1.05,$1.95,$0.90,30.0,$41.98,0.08,$2.94,$39.04,$1.63,$42.44
6264-1,2016-12-10,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016-12-12,$5.19,$12.98,$7.79,26.0,$167.62,0.08,$15.86,$164.04,$3.14,$165.25
6264-1,2016-04-17,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Technology,Small Box,Regular Air,2016-04-19,$2.16,$3.85,$1.69,37.0,$44.85,0.01,$4.04,$40.81,$0.70,$42.44
6265-1,2016-07-05,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-07-07,$1.53,$2.78,$1.25,22.0,$138.18,0.04,$5.65,$133.65,$1.34,$143.46
